"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items","propane_used"
359,"backyard","small",10,1,0,7.86958519507776,1,1,1,0,46.6531318878599
360,"backyard","small",16,0,1,5.74477722520555,0,1,1,1,40.388604708736
361,"campsite","large",40,0,0,36.1572306703132,1,1,0,0,58.6903831039117
362,"beach","small",13,0,0,6.64980288725044,1,1,1,0,54.902709330584
363,"backyard","small",9,1,1,4.66303785914704,1,1,1,0,26.6883462977554
364,"campsite","large",36,1,0,19.5694481431087,1,1,0,0,45.7020090043463
365,"backyard","small",12,0,0,10.4249609898163,0,1,0,1,58.2874743592694
366,"backyard","small",16,1,1,10.5077755954781,1,0,1,0,30.2141510739625
367,"beach","large",33,0,0,26.8635032707902,1,1,1,0,54.1502988058869
368,"backyard","small",14,1,1,7.22475167341802,1,1,1,0,28.6693665867615
369,"backyard","large",44,1,0,37.8225982267887,1,1,1,1,55.4227270295841
370,"backyard","large",46,0,0,31.041512013065,1,1,1,0,66.2853121136773
371,"backyard","small",12,1,0,10.5860206662565,1,1,1,0,47.9926055770017
372,"backyard","large",43,0,0,31.1252296016909,1,1,0,0,65.1151313480672
373,"backyard","small",12,1,0,6.18352293237191,0,1,1,0,47.8838501653002
374,"campsite","small",12,0,1,8.43600681413268,1,1,1,0,36.0096697988052
375,"backyard","large",39,1,0,29.6817634376484,1,0,0,0,60.2371962235515
376,"backyard","small",12,0,1,3.79914372178156,0,1,1,0,37.2046660861496
377,"backyard","small",12,0,0,6.49227476273654,1,1,1,0,56.3536277709508
378,"campsite","small",11,1,0,4.77609701383167,1,1,1,0,45.0133186397085
379,"backyard","small",11,0,0,5.78273831634281,1,1,0,0,55.7025239100415
380,"beach","small",9,0,0,8.07236450017684,1,1,1,0,54.3924918304183
381,"campsite","small",14,1,0,8.24856353152417,1,1,1,0,43.8108703837132
382,"campsite","small",7,1,0,4.58921419363002,0,1,1,0,44.3002229603787
383,"campsite","small",12,0,1,6.47937161312675,1,1,1,0,34.0445467253443
384,"backyard","small",15,1,1,5.57231178555388,1,1,0,1,28.5156116802077
385,"backyard","small",15,0,0,9.14297609961746,1,0,0,0,62.3641696126084
386,"backyard","small",14,0,0,8.73955036696827,1,1,0,0,56.9440919183439
387,"backyard","small",18,0,0,8.95358739293441,1,1,1,1,61.4425986888745
388,"backyard","large",42,1,0,33.4972912595351,1,1,1,0,56.9062828619766
389,"campsite","small",11,1,0,4.51201578471169,1,1,1,0,44.9367742442461
390,"backyard","small",11,1,0,6.39970475788064,1,1,1,1,47.7565830609803
391,"backyard","small",6,0,0,3.51537285741892,1,1,0,0,56.1017025352194
392,"backyard","small",5,0,0,4.01904194865815,1,1,0,0,53.9970931430472
393,"backyard","small",16,0,1,8.9449288797781,1,1,1,1,38.0890522334701
394,"campsite","small",17,1,1,13.0944617900872,1,1,0,0,25.3105890952572
395,"backyard","small",11,0,0,6.96149432643124,0,1,0,0,56.3990218072544
396,"backyard","small",10,0,0,7.82721143663818,1,1,1,0,56.8261581512746
397,"backyard","small",11,1,0,6.93592683605228,1,1,1,0,47.0281743286015
398,"backyard","small",14,0,0,11.0067304218903,1,1,0,0,58.1248159337207
399,"beach","small",15,0,0,9.67392740571506,1,1,1,0,53.8382512293098
400,"backyard","large",38,0,0,26.5321237003391,1,1,1,1,64.1676143483322
401,"beach","small",11,1,0,8.48861029536583,1,1,1,0,44.5492446859506
402,"backyard","small",12,0,0,6.06484805827438,1,1,0,0,57.595468187747
403,"backyard","small",10,1,0,6.56169644336474,0,1,1,0,45.1440041334147
404,"backyard","small",15,1,1,11.9264932972877,1,1,1,0,29.9437979692808
405,"campsite","small",10,0,0,6.24554538771751,1,1,1,0,55.575683905561
406,"beach","small",12,0,0,8.85982610625641,1,1,1,0,53.8965308818618
407,"backyard","small",14,0,0,8.40852350980762,1,1,0,0,58.5704581327365
408,"campsite","large",31,1,1,26.5198201964773,1,1,0,0,26.7396669759158
409,"beach","small",8,0,0,5.97631655297856,0,1,1,0,53.3079358305881
410,"backyard","small",12,1,1,6.62323069117004,1,1,0,0,28.6886032173307
411,"campsite","large",43,0,0,29.6739024497072,0,0,1,1,59.105949559928
412,"backyard","small",10,1,0,3.89961851909997,1,1,0,0,45.1912332151265
413,"backyard","small",19,0,0,12.865830889371,1,1,1,0,61.0406749062378
414,"backyard","small",13,1,0,9.77754930989988,1,1,1,0,47.9248330658883
415,"campsite","small",11,0,0,9.10131396516491,0,1,1,1,54.7316155058852
416,"backyard","small",18,0,0,14.0953678947034,1,1,1,0,60.4061643984295
417,"backyard","large",45,0,0,37.9216778216083,1,1,0,0,65.5046282545501
418,"beach","small",15,0,1,11.022772705227,1,1,1,0,35.2184464538585
419,"backyard","small",9,0,0,6.68662089480462,1,1,1,1,56.5072653330302
420,"beach","small",9,1,0,7.72723936324993,1,1,1,0,41.8354959874158
421,"backyard","small",12,1,0,8.96665668169095,1,1,1,0,46.8159053854612
422,"campsite","small",17,1,0,12.531442472167,1,1,1,0,47.9089719053343
423,"campsite","small",10,1,0,6.86286188896235,1,1,0,1,42.0062010759678
424,"backyard","small",10,0,0,7.38103366962271,1,1,1,0,58.1067358260551
425,"campsite","small",9,0,0,7.27286005371958,1,1,0,0,54.6279731894768
426,"backyard","small",8,1,1,2.72300183663884,1,1,1,1,24.4125405574672
427,"backyard","large",43,0,0,34.1532737363073,1,1,1,0,63.8246652816191
428,"backyard","small",11,0,0,8.3840405138016,1,1,0,0,56.5470706844878
429,"backyard","small",7,1,0,3.63100149353851,1,1,1,0,45.2171997959388
430,"backyard","small",17,0,1,12.4459615348088,1,1,0,0,39.2455454652931
431,"beach","small",12,0,0,8.20759852263556,0,1,0,0,53.7090844380007
432,"campsite","small",17,1,0,8.22995298391773,1,1,1,0,45.1655203298927
433,"campsite","small",10,0,0,7.48021883785748,1,1,1,0,55.9702244260468
434,"campsite","small",14,0,0,10.5553285136127,1,1,1,0,55.38072828129
435,"campsite","small",14,0,0,11.2862009472478,1,1,1,0,57.7816203033843
436,"backyard","small",16,0,0,7.06829462764262,1,0,0,1,61.6901728561093
437,"backyard","small",13,1,0,3.86780330760092,0,1,1,0,48.5300830802698
438,"backyard","small",8,0,0,5.24815538310318,1,1,0,1,56.2423646156941
439,"campsite","small",11,0,0,8.62016269267748,0,1,1,1,54.2798279378253
440,"campsite","small",14,1,0,9.00306379655361,1,1,0,0,45.1786001529515
441,"campsite","large",42,0,0,28.6945968913238,1,1,1,0,55.1458974524867
442,"campsite","small",10,0,0,2.08921292401503,1,1,0,1,55.6071676649016
443,"campsite","small",15,1,0,11.2004762047538,1,1,0,0,45.3936403806558
444,"backyard","small",9,1,1,6.8142362223526,1,1,0,0,25.8836851262816
445,"campsite","small",15,1,0,9.42916885842749,1,0,0,0,46.5858495791756
446,"beach","small",17,1,1,13.7367042361532,1,1,1,0,24.6582690746331
447,"campsite","large",36,0,0,31.1916821555509,1,0,0,0,61.4597810971392
448,"campsite","large",47,1,0,27.191936454991,0,1,1,0,43.9763212285891
449,"backyard","small",18,0,0,9.03898888372098,0,0,1,0,60.7123402224209
450,"backyard","small",18,0,0,15.6406286792488,0,0,1,1,63.1416427582921
451,"backyard","small",14,0,0,5.46236459773405,1,1,1,0,57.5331450794232
452,"backyard","large",42,1,1,28.5743265321538,1,1,0,0,35.1194293589451
453,"campsite","small",12,1,0,9.39120574425799,1,1,1,1,43.3372637440254
454,"backyard","small",11,0,0,4.91106334963756,1,1,0,1,55.5572488981354
455,"backyard","large",39,1,0,29.3919773061309,1,1,1,1,54.0383381820133
456,"backyard","small",13,1,0,5.91799675684548,0,0,0,0,49.8386078806122
457,"backyard","small",14,1,0,10.4585571318293,0,1,0,0,50.2005456579862
458,"beach","small",11,0,1,9.48918371805973,1,1,0,0,32.9057967908997
459,"backyard","small",10,1,0,6.62894995886223,1,1,1,0,46.4146186079015
460,"backyard","small",7,1,1,5.0101317012407,1,1,0,1,24.808998716047
461,"beach","small",18,1,1,11.0023129949995,1,1,0,0,23.6007735932906
462,"backyard","small",12,1,0,5.85837002414315,0,0,1,1,48.4075238145997
463,"backyard","small",9,0,0,4.96069120549625,1,1,1,1,55.032062535153
464,"backyard","small",12,0,0,7.67857870933962,1,1,1,1,56.9191870876106
465,"backyard","small",14,1,0,6.18395134433676,1,1,1,1,47.0715623510551
466,"backyard","small",13,0,0,8.94654882131219,1,1,1,0,58.9545871043826
467,"beach","small",9,1,0,6.25946383506205,0,1,0,0,42.8615132718642
468,"campsite","large",36,1,1,23.6434260813245,1,0,1,1,28.663960533585
469,"backyard","large",34,0,0,21.7999704287806,1,1,1,1,64.4308000144552
470,"backyard","large",42,1,0,34.5474714348174,1,1,1,0,55.1065067440398
471,"campsite","small",8,1,0,5.50095050204846,1,1,1,0,45.1426588299961
472,"backyard","small",18,1,0,14.4945351469519,1,1,0,1,50.2470032622566
473,"backyard","small",14,1,1,11.5710765728111,1,1,0,0,28.0954846496904
474,"backyard","small",12,1,0,7.00496754603579,1,1,0,0,47.0228060774262
475,"campsite","small",7,1,0,4.56718533145622,1,1,1,0,42.4466184498826
476,"backyard","small",12,0,0,4.75328881717285,1,1,1,1,57.4516172760451
477,"backyard","small",12,1,0,7.90198981015122,1,1,0,0,47.0165824602922
478,"campsite","small",10,1,0,6.16266622589284,1,1,0,1,43.5242980087224
479,"beach","small",10,0,0,4.93547813992559,0,1,0,0,51.1459849290575
480,"campsite","small",11,1,0,6.25356303004761,1,1,0,1,45.8308785734714
481,"backyard","large",50,0,0,34.8977225969116,1,0,0,1,70.0885571480401
482,"beach","small",10,0,0,3.52446742150797,1,1,0,0,52.8409392823025
483,"campsite","small",6,1,1,3.02907507224795,1,1,1,1,22.2148184564162
484,"backyard","small",14,1,0,7.22281155259494,0,1,1,0,48.5687148679207
485,"campsite","large",46,0,0,28.632138480153,1,1,1,0,56.8013120873201
486,"backyard","large",51,1,0,40.0346886430299,0,1,1,1,55.8862101857231
487,"backyard","small",8,1,0,4.63709825786462,1,1,0,0,45.3886977317727
488,"backyard","small",11,1,1,5.72738951108803,1,1,0,1,28.5559930253105
489,"backyard","small",14,0,0,11.1418511322475,1,1,0,1,58.5724558129827
490,"backyard","small",13,1,0,12.0064035924508,1,1,1,0,48.577284311534
491,"backyard","small",12,0,0,9.09816259483053,1,1,0,0,58.8049607892384
492,"backyard","large",44,1,0,33.5806266321532,1,1,0,1,55.7302444592619
493,"backyard","small",17,0,0,8.96657060479724,1,0,0,0,60.9929134279804
494,"backyard","small",11,1,1,6.59354420346663,1,1,1,0,26.4224567562776
495,"campsite","large",40,1,0,29.7999342430329,1,1,1,1,47.3782388169207
496,"campsite","small",7,0,0,5.28488912663525,1,1,0,1,53.3818066476151
497,"beach","small",8,0,0,5.10298813122175,1,1,1,1,54.1101670369277
498,"campsite","small",14,1,0,11.3857221309789,1,1,0,0,45.8888810235195
499,"beach","large",39,1,0,38.1240034485812,1,1,0,0,42.3290262824276
500,"backyard","small",16,1,0,11.1954410442607,1,1,1,0,49.3525124178036
501,"backyard","small",11,1,0,6.2451306971442,1,1,0,0,48.0211422171072
502,"beach","small",11,1,0,10.531094006369,1,1,0,0,45.2266916712567
503,"backyard","small",20,1,0,11.8639998840353,1,1,1,0,49.2640021462861
504,"campsite","small",14,0,0,10.5768384800777,0,1,1,0,55.2048888954845
505,"backyard","small",11,1,0,9.6348054552314,1,1,1,0,47.8446334846393
506,"backyard","small",12,0,0,6.05566791096375,1,1,1,0,56.5220822544493
507,"backyard","small",11,1,0,6.86401643913402,1,1,1,1,47.9604097414476
508,"campsite","small",10,1,0,6.82855587089694,1,1,0,0,44.8030117890802
509,"backyard","large",38,1,0,29.8435955293529,1,1,0,0,54.0713165944027
510,"backyard","small",17,1,0,8.3555540258046,1,1,1,0,47.6343466136377
511,"backyard","small",10,0,0,5.88861067038331,0,1,1,0,57.8928518796528
512,"backyard","small",5,0,0,3.8172648048009,1,1,0,0,54.2513295864861
513,"campsite","small",9,1,0,5.08512789592763,1,1,1,0,46.1410521292532
514,"backyard","small",17,0,0,11.8099179831566,0,1,1,1,58.9490886738962
515,"beach","small",15,1,1,9.77133289495496,1,1,1,1,24.2691983290696
516,"campsite","small",9,1,1,4.6099823525228,1,1,0,1,24.8754848414
517,"backyard","small",17,1,0,10.2772947026827,0,1,1,0,48.7779434664172
518,"campsite","small",15,0,0,7.11929154054636,1,1,0,0,54.9788004127498
519,"backyard","small",23,1,0,16.0975882438406,1,1,0,0,51.5820634841038
520,"backyard","small",8,0,0,5.55690539617489,0,1,0,1,54.9974545324748
521,"campsite","large",46,1,0,29.8693813833284,1,1,1,0,45.8299538123046
522,"backyard","small",18,0,0,8.80886963851583,1,1,1,0,60.1663447096847
523,"backyard","small",7,1,0,4.99515703289968,1,1,0,1,45.1950390608133
524,"campsite","small",16,0,0,8.56192025094238,0,0,1,0,57.7327591571872
525,"backyard","large",34,0,0,25.4760636735383,1,1,1,1,64.1247414047
526,"backyard","small",9,1,0,6.53295856000305,1,1,1,0,45.3341731201141
527,"beach","small",15,1,1,8.71622387284378,1,1,0,0,24.0828608885262
528,"backyard","small",17,0,1,11.6494544941884,1,1,1,0,40.0177554895388
529,"backyard","small",14,0,0,4.42529851014193,1,1,0,1,59.984934667666
530,"backyard","small",14,0,0,11.0493522295789,1,1,0,1,57.7393194335551
531,"backyard","small",15,0,0,9.42526140792488,1,1,1,0,58.5999329078479
532,"backyard","small",10,0,0,6.14806423249484,1,1,1,0,59.2225640992472
533,"beach","large",37,1,1,32.4429401195129,0,1,1,1,21.4500448368931
534,"backyard","large",34,0,0,20.8612947438918,1,1,1,0,65.0002512738288
535,"backyard","small",7,1,0,5.84034289530956,1,1,1,0,44.4354509617433
536,"backyard","large",44,1,0,33.0209356300803,1,1,0,0,53.953772522158
537,"campsite","large",33,0,0,24.8594739527654,1,1,0,0,56.6091348130596
538,"backyard","small",13,1,0,10.7757212912244,1,1,1,0,48.8608967394216
539,"backyard","small",9,1,0,7.1141166182015,1,1,1,0,46.929748551945
540,"campsite","small",8,0,0,4.12504650539501,1,1,1,0,52.9873054997286
541,"backyard","small",13,0,0,8.60117237821515,1,1,0,0,57.0932312655807
542,"backyard","small",14,1,0,9.24890721659592,1,1,1,0,46.6894308652569
543,"campsite","small",12,0,0,9.60195401276766,1,1,1,0,56.0893940485212
544,"backyard","large",51,0,1,39.1283257274111,1,0,1,0,49.7080113229327
545,"backyard","large",35,1,0,22.4013469058809,1,1,1,0,54.1583814629913
546,"backyard","large",39,1,0,27.6290758804259,1,1,1,1,54.9625192420983
547,"campsite","small",12,1,0,6.88556870951124,1,1,0,0,45.9411297284469
548,"backyard","large",44,0,0,31.9708744158227,1,1,0,0,64.5440076679331
549,"backyard","small",12,0,0,6.35333904150521,1,1,0,0,57.4578689003572
550,"backyard","small",13,1,0,8.02060804276429,1,1,1,0,48.4497548950113
551,"beach","small",12,1,1,9.11833373924866,1,1,1,0,24.2827745384454
552,"campsite","small",12,1,0,7.32836158784134,1,1,1,1,45.0452689503767
553,"backyard","small",14,0,0,7.99396315824902,0,1,1,0,58.2065980603285
554,"campsite","small",9,0,0,5.20401807711188,1,1,0,1,55.7502962651066
555,"beach","small",15,0,0,11.2122507604122,1,1,1,0,53.2633637625784
556,"beach","small",10,1,0,6.56752034890917,1,1,1,0,43.3005674184452
557,"backyard","large",43,0,0,34.0784391766851,1,1,1,0,65.6730967211031
558,"backyard","small",10,1,0,7.58991859348319,1,1,1,0,48.8014522212302
559,"backyard","small",11,0,0,7.81218092868508,1,1,0,0,55.8621466356043
560,"backyard","small",13,0,0,9.26915068506655,0,1,1,0,57.7871598344059
561,"backyard","small",7,0,0,3.09220002971789,1,1,0,0,55.8277179333005
562,"backyard","small",14,1,0,10.376248211798,1,1,0,0,49.482339284597
563,"campsite","large",43,0,1,23.2365265490841,0,1,1,1,38.8278940727444
564,"backyard","small",10,1,0,1.63223000663527,0,1,1,0,46.8513422217105
565,"backyard","small",10,1,1,7.97960631306589,0,1,0,0,26.571872522488
566,"campsite","small",13,0,0,5.40922745457442,1,1,0,0,55.949571403354
567,"campsite","small",8,0,0,5.5204734369486,1,1,1,0,54.8689061165575
568,"campsite","large",46,0,0,28.6766384892491,1,0,0,1,61.0784562615842
569,"backyard","small",8,0,0,6.7878712618883,1,1,1,1,55.6743175412318
570,"beach","small",8,1,0,6.54585758595914,1,1,1,1,41.7115713097103
571,"beach","small",12,0,0,10.8050377253673,1,1,0,0,55.9133774745403
572,"backyard","small",12,0,0,7.20059908670434,1,1,0,0,57.0959113049369
573,"backyard","small",6,1,0,4.55661119679713,1,1,1,0,46.1489060124671
574,"backyard","small",15,0,1,9.73492732514018,1,1,1,0,37.9350570542114
575,"beach","small",20,1,0,18.27483076555,1,1,0,0,42.7588306758444
576,"campsite","small",17,1,0,10.9160636333516,1,0,1,0,47.9420129259786
577,"backyard","small",16,1,0,10.9213485184364,1,1,1,0,47.762983540703
578,"backyard","small",14,1,0,10.44564263598,1,1,0,0,49.5597592525136
579,"campsite","large",57,0,0,45.0167132647796,1,1,0,0,53.4183059329005
580,"backyard","large",49,0,0,27.0641335936737,1,1,1,0,65.1201049894469
581,"backyard","large",44,1,0,26.281016852503,1,1,1,0,53.9368834442897
582,"backyard","small",15,0,0,11.1046427828684,1,1,1,0,59.7237215630279
583,"backyard","small",9,1,0,6.65556371933625,1,1,0,0,44.9019177841625
584,"beach","large",44,1,0,34.9058964060705,1,1,1,1,41.1144900939086
585,"backyard","small",12,1,0,9.45327875907577,1,1,1,0,48.0247908446325
586,"backyard","small",12,1,0,6.40971574703887,1,1,1,1,46.9165356051054
587,"backyard","small",13,1,0,5.87198161325822,1,1,0,0,48.8483004677796
588,"backyard","small",7,1,0,4.45199162369513,0,1,0,0,44.8921190319679
589,"backyard","small",11,1,0,4.97886617102463,1,1,0,0,46.6248498602368
590,"backyard","large",40,1,0,32.3092774086729,1,1,1,1,55.4316666455474
591,"backyard","small",11,1,0,11.8079169355378,1,1,1,0,48.4540356884472
592,"backyard","small",8,1,0,3.6750129322419,1,1,0,0,45.2478905797889
593,"backyard","small",9,0,1,5.26248388590095,1,1,1,0,38.2810024284379
594,"campsite","small",12,0,0,8.87755370289299,1,1,1,0,55.927443214912
595,"campsite","large",39,0,0,24.7582098706173,1,1,1,0,58.1416821555316
596,"backyard","large",37,0,1,29.5722139785807,1,1,0,0,44.2468859596005
597,"backyard","small",11,1,0,6.17450857581685,1,1,0,0,47.2995816356059
598,"backyard","small",14,0,1,8.89564013250341,0,1,0,0,40.2779958372094
599,"campsite","small",13,1,0,7.26780098929609,0,1,1,0,45.829316989739
600,"backyard","small",10,0,0,6.12419637151618,1,1,0,0,57.6884627473735
601,"backyard","small",15,1,0,8.07506238040969,1,1,0,0,48.7287041084423
602,"campsite","large",44,1,0,39.9281353682698,1,1,1,0,46.4409601574108
603,"campsite","small",11,0,0,10.9716065728707,1,1,0,0,53.5987123021604
604,"backyard","large",55,1,0,41.723716044162,1,1,0,0,56.1896340253171
605,"campsite","small",10,0,0,4.99525414262673,1,1,0,0,55.5422528557855
606,"campsite","small",13,1,0,6.65456825294657,1,1,1,0,46.3752444245469
607,"campsite","small",15,1,1,6.4572929085265,1,1,0,1,25.696612953041
608,"campsite","small",8,0,0,4.83899574937492,1,1,0,1,54.7364564233419
609,"campsite","large",48,1,0,39.3175596796657,1,1,1,0,48.0360867927571
610,"backyard","small",13,1,0,8.76696254744803,1,1,0,1,48.0219134199018
611,"beach","small",16,1,0,11.6811755904966,1,1,1,1,43.510498949663
612,"beach","small",8,1,1,3.9097307598883,1,1,1,0,24.5686756963546
613,"backyard","small",15,0,0,12.0382128118455,0,1,1,0,58.6121566992748
614,"campsite","large",33,0,0,20.5212180588418,1,1,0,0,57.2041732367394
615,"campsite","small",17,1,1,10.795042648955,0,1,0,1,26.9003458162646
616,"backyard","small",15,1,1,12.9758438781767,1,1,0,0,29.2301708867101
617,"beach","large",43,0,0,30.931661745777,0,1,1,1,51.1315527004115
618,"backyard","small",13,1,0,9.26902720235621,1,1,0,0,48.7919468126728
619,"backyard","large",44,1,1,31.638291349275,1,1,1,1,35.5151504396514
620,"beach","small",12,1,0,5.93333748439583,0,1,1,0,44.3660383824663
621,"campsite","large",52,0,1,36.8734783769584,1,1,1,0,35.3697539438637
622,"beach","small",11,1,0,8.24624675962456,1,1,1,1,43.9054728311775
623,"beach","large",41,1,0,38.0972590866854,0,1,1,0,42.0136852113589
624,"campsite","small",11,1,0,6.8907200740383,1,1,1,0,44.0509056118279
625,"backyard","large",42,0,0,28.2638381721801,1,1,1,0,63.7283202145325
626,"backyard","large",43,0,1,22.3409317229929,1,1,0,0,44.2972798196942
627,"backyard","large",46,0,1,35.3851851691068,1,1,0,0,44.7989860702026
628,"backyard","small",9,1,0,4.0921846598668,0,1,1,1,45.3921485988431
629,"backyard","small",14,1,0,10.5604459977048,1,1,0,1,45.9374599398057
630,"backyard","large",45,1,0,43.0552966552689,0,1,0,0,54.3859269475674
631,"campsite","large",43,1,1,27.3977052699085,1,1,1,0,24.9748202436621
632,"backyard","small",13,0,0,5.95268757556498,1,0,1,1,58.9504818768257
