"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items","propane_used"
359,"campsite","small",12,0,0,9.90884341472868,1,1,1,1,55.0902608359472
360,"backyard","small",11,0,0,7.71193870769814,0,1,1,0,57.7806631966046
361,"backyard","large",40,1,0,28.2825381360342,1,0,0,0,60.4427190560564
362,"campsite","small",6,0,0,2.26054591789842,1,1,0,0,52.2163261408469
363,"backyard","small",8,0,0,7.50145440538441,1,1,1,0,57.5340304567436
364,"backyard","large",42,1,0,34.9866770866933,1,1,0,0,54.6891063517221
365,"backyard","small",12,0,0,9.18624995548753,1,1,0,0,57.5706898515299
366,"backyard","large",36,0,0,23.9537543039242,1,1,1,1,66.1007164159243
367,"backyard","small",14,0,1,9.11394281843102,1,1,1,0,38.4342257009629
368,"backyard","large",39,0,0,28.9005408627364,1,1,0,0,64.8936537804745
369,"beach","small",11,0,0,8.66631214419707,1,1,1,0,54.8653924638205
370,"backyard","small",10,0,0,8.681509489356,1,1,0,1,58.6060723941816
371,"backyard","small",12,1,0,11.6642299726908,1,1,0,0,48.9474343467265
372,"beach","small",15,0,0,8.03004250856716,1,1,0,0,54.6865624617933
373,"backyard","small",10,0,1,7.21130616812959,0,1,1,1,35.9899175319476
374,"backyard","small",13,1,0,7.42368067413533,1,1,0,1,47.7010162637929
375,"backyard","small",16,1,0,6.99289471807957,1,1,0,0,50.2514882007675
376,"campsite","large",48,1,0,28.6999641600732,1,1,0,0,46.5718957701255
377,"campsite","small",11,0,1,6.89539158334808,1,1,0,0,34.3854725347466
378,"backyard","large",38,1,1,22.6488211019555,1,1,1,1,35.0462598228289
379,"backyard","small",20,1,0,17.8014118045244,0,1,1,0,49.6499987832515
380,"campsite","small",15,0,0,6.85356180384211,1,1,1,1,56.7656095521223
381,"backyard","large",42,1,0,31.9322424415911,1,1,0,1,53.4621699934761
382,"campsite","small",15,0,0,12.148634062393,1,1,1,1,57.0494666149329
383,"backyard","small",11,0,0,7.50664210072812,1,1,1,0,58.2788440611299
384,"backyard","small",17,1,0,7.60605711731045,1,1,1,0,50.968741326115
385,"campsite","small",10,0,1,7.70525421738198,1,1,1,1,35.9307009225028
386,"backyard","small",11,1,0,5.6579719772541,1,1,1,1,47.4540886964479
387,"beach","large",45,1,0,38.6629807233678,1,1,1,1,41.9764897080684
388,"backyard","small",14,0,0,9.57457230875719,1,0,1,1,61.1862557473627
389,"backyard","small",14,0,0,8.64695468674368,1,1,0,0,57.5924005062833
390,"campsite","small",9,1,0,6.82191369501799,1,1,0,1,44.140621261283
391,"backyard","small",21,1,0,15.7688289155441,1,0,1,0,52.4533560126467
392,"backyard","small",7,0,0,5.79260361998896,0,0,1,0,57.672353488392
393,"backyard","large",40,0,1,27.4064070274963,1,1,1,0,45.6784474659882
394,"backyard","small",12,0,0,7.51371391868538,1,1,1,0,58.4684826228684
395,"backyard","small",11,0,0,8.917917022463,1,1,0,1,57.1332977028344
396,"backyard","large",49,1,0,32.8405850555381,1,1,1,0,56.4265090552206
397,"campsite","small",13,0,0,9.30335175962174,1,1,1,0,57.6012564287828
398,"beach","small",13,0,1,5.59276027467165,1,1,0,0,34.0289016366664
399,"backyard","small",9,0,0,6.20392489088197,0,1,0,0,57.1943650233357
400,"backyard","small",15,0,0,9.71921478619788,1,1,1,0,58.6901380447455
401,"backyard","small",14,0,0,12.3184322424556,1,1,0,0,57.7363993908158
402,"backyard","small",15,1,1,12.9758438781767,1,1,0,0,29.2301708867101
403,"campsite","small",14,0,0,10.9943951616853,1,1,1,0,56.2587228277306
404,"beach","small",6,1,0,2.84198293115124,1,1,0,0,42.9080587988591
405,"campsite","small",13,1,0,8.04860271509853,1,1,1,1,44.6648637233334
406,"campsite","small",12,1,0,5.70278590418506,1,1,0,0,45.5094239581701
407,"campsite","small",11,0,0,6.79422232303593,0,1,0,0,53.4991675345289
408,"backyard","small",13,0,0,8.66301645953164,1,1,1,0,57.6778132169004
409,"campsite","small",11,1,0,8.2314609050369,1,1,1,0,44.8403011305788
410,"backyard","small",19,0,1,14.8683236670325,1,1,0,0,38.6759878798153
411,"backyard","small",10,0,0,7.19499660968388,1,1,1,0,56.10052034821
412,"campsite","large",42,0,0,35.2520494513039,1,1,1,0,57.5497870364227
413,"campsite","small",13,0,0,5.92104595281517,0,1,1,1,53.9227197718395
414,"backyard","small",12,1,0,6.1831216206283,1,1,1,1,47.4031294072007
415,"backyard","small",12,0,0,7.19480072138467,1,1,0,1,57.4034848267384
416,"backyard","small",14,1,0,11.9133755261078,1,1,1,0,48.5248795737836
417,"backyard","small",6,0,1,3.65304147916531,1,1,1,0,35.4907510071109
418,"backyard","large",37,0,0,27.7872364987757,1,1,1,0,64.7364158621476
419,"campsite","small",12,1,0,6.01898248644039,1,1,1,0,44.692822880418
420,"backyard","small",12,1,0,7.81485339222135,1,1,1,1,48.06548848827
421,"backyard","small",12,1,0,6.41318152285374,1,0,1,0,48.3509757768339
422,"backyard","large",43,1,1,30.5872434810509,1,1,1,1,33.1268958622041
423,"backyard","small",13,1,1,10.3495264768441,1,1,1,0,28.4562458231021
424,"backyard","small",17,1,1,8.89942196790592,1,1,0,0,28.8888485079222
425,"backyard","large",37,1,0,31.95455868337,1,1,0,0,55.0556657995544
426,"backyard","large",32,1,0,26.7763107859832,1,1,0,0,51.1405093653733
427,"backyard","large",40,0,0,34.3097562108029,1,1,1,0,63.9931270289923
428,"campsite","small",16,0,1,7.56358144655242,1,1,0,1,35.9582906541923
429,"backyard","small",8,0,0,4.41861143665461,1,1,1,0,57.4830553326655
430,"backyard","small",16,1,1,8.70753030241402,1,1,0,1,27.8010038327648
431,"backyard","small",10,0,0,7.69882630830877,1,1,1,0,56.7012197494768
432,"backyard","small",11,1,0,8.63068323393511,1,1,1,0,46.9307781482494
433,"backyard","small",11,0,1,6.9843354670006,1,1,1,0,35.8977110140616
434,"backyard","large",35,0,0,18.6748178996016,1,1,0,1,63.8642886638626
435,"backyard","small",16,1,1,13.4593243531923,1,1,1,0,29.5003064114521
436,"backyard","small",9,0,1,3.92421420292839,0,1,0,1,35.5470235243726
437,"beach","large",42,1,0,28.551119848885,1,1,1,1,44.4144732811405
438,"backyard","small",8,0,0,6.50357431993149,1,0,1,0,56.1196249028093
439,"beach","large",38,0,1,31.0276686498111,1,1,0,0,32.6173310923121
440,"campsite","small",13,1,0,11.5177782811283,1,1,1,0,45.1363846028895
441,"backyard","small",15,1,0,13.7417159102365,1,1,0,0,50.0495972484431
442,"backyard","small",9,1,0,4.60778322560793,1,1,1,1,46.4451809448881
443,"backyard","small",9,0,0,4.86995287926029,1,1,0,0,54.7573809168807
444,"backyard","small",16,1,0,12.802072672494,1,1,1,0,49.9081705155512
445,"backyard","small",15,1,0,9.55794865358181,1,1,0,0,48.2173671559856
446,"backyard","small",14,1,0,9.94533168954075,1,1,1,0,48.7479144997423
447,"beach","large",47,1,0,24.461949837344,1,1,0,0,40.5256990668665
448,"backyard","small",12,1,0,5.47209426510986,1,1,1,0,48.9175255224621
449,"backyard","large",44,1,1,28.2587345377393,1,1,1,0,36.0994497068958
450,"beach","large",50,0,0,26.1174014080003,1,1,1,1,52.0192775989941
451,"beach","large",50,1,0,43.7733996748334,1,1,0,0,41.1688983780757
452,"backyard","small",13,0,0,5.5068492527628,1,1,1,0,58.66695534865
453,"backyard","small",9,1,0,6.33301333102683,0,1,1,1,46.0487739730984
454,"campsite","large",53,0,0,39.7578353855967,1,1,1,1,53.6298440591616
455,"backyard","small",19,0,0,8.38567343290499,1,1,1,1,59.585825485973
456,"backyard","small",13,1,0,8.08150756881285,1,1,0,0,47.5414683353456
457,"campsite","large",52,0,1,38.0089774009826,1,1,1,0,35.8453575662623
458,"backyard","small",9,0,0,5.13320875747339,1,1,1,0,55.2672901212042
459,"campsite","small",18,1,0,10.3166801064499,0,0,0,0,47.0757775357166
460,"campsite","large",44,0,0,37.6753817290267,1,1,1,1,57.3052756809995
461,"campsite","small",17,0,0,11.2375368103616,0,1,1,1,55.6116668177649
462,"backyard","small",10,0,0,5.1212160889447,0,1,0,0,55.3170514567467
463,"backyard","small",12,0,0,7.62672559484266,1,1,1,0,56.1970715817367
464,"campsite","small",8,0,0,6.23830488626522,1,1,1,0,54.5718867059042
465,"backyard","large",46,0,1,30.8434789092358,1,1,0,0,46.6339598425239
466,"backyard","small",10,0,0,5.64823019870282,1,0,1,1,57.7460059817549
467,"backyard","small",12,0,0,8.40596275499774,1,1,0,0,57.824365985692
468,"beach","small",12,1,0,5.86964831927191,1,1,0,1,43.374917532311
469,"campsite","large",44,1,0,30.9654949504284,1,1,0,0,45.8238494694099
470,"beach","small",6,0,0,3.8825767352962,1,0,1,1,53.6957103554116
471,"backyard","small",11,0,0,8.39773256509474,0,1,1,0,56.73116071629
472,"backyard","small",17,1,0,10.9509338229481,1,1,1,0,47.6985760204286
473,"campsite","small",12,0,1,11.2225836307234,1,1,0,0,34.3521594159292
474,"campsite","small",6,0,0,2.61857627317492,0,1,1,0,53.3033786890018
475,"backyard","small",8,0,0,5.06841789863105,1,0,1,1,55.7791621603793
476,"campsite","small",16,1,0,10.3135805496336,0,1,1,0,44.9572964799297
477,"campsite","small",12,1,0,5.75778292804665,1,1,1,0,44.4213471926689
478,"backyard","small",14,1,0,10.8566554417013,1,1,1,0,48.9159065631282
479,"backyard","small",15,0,0,9.33532532700407,1,1,1,0,57.2937389151254
480,"campsite","small",14,0,0,9.35484880096777,1,1,0,0,53.9990815310072
481,"backyard","small",18,1,0,13.6190021512459,0,1,1,0,48.6173780380993
482,"beach","large",35,1,1,31.7151356554023,1,1,0,1,23.7487530912789
483,"campsite","small",16,1,0,7.6495679894225,1,1,1,0,45.8384911765054
484,"backyard","large",45,0,0,24.7246096978624,0,1,1,0,63.7341180636317
485,"backyard","small",13,0,1,8.91360108678032,0,1,0,1,35.9568165410023
486,"backyard","large",43,0,0,27.8918203385566,1,1,1,0,64.972286258147
487,"campsite","small",7,0,1,3.65965695018955,1,1,1,0,35.4480856936324
488,"backyard","small",7,1,0,4.7569031079844,1,1,1,0,45.4026777653004
489,"backyard","small",11,0,0,5.91778990419725,1,1,1,0,59.071974664655
490,"backyard","small",12,1,0,9.65831503867657,0,1,1,0,48.5033829398916
491,"backyard","large",45,0,0,36.86826001933,1,1,1,0,65.7914482111916
492,"backyard","small",16,0,0,5.39893214254166,1,1,1,1,59.7499392085117
493,"backyard","small",10,0,0,7.88148521645001,1,1,1,0,58.8601204242019
494,"campsite","large",41,1,1,27.4926999734633,1,1,0,0,25.599755757741
495,"beach","small",11,1,0,3.78165173435611,1,1,1,0,45.6757583859158
496,"beach","small",16,1,0,13.9545077416588,1,1,0,0,43.182017466417
497,"campsite","large",28,1,0,19.9247218894683,1,1,1,1,47.4309150867585
498,"campsite","small",7,0,0,3.32757539971207,1,1,1,1,54.6886927325177
499,"campsite","small",14,1,0,8.2189978638232,1,1,1,0,45.2770252935315
500,"backyard","large",39,1,1,29.3451653494671,0,1,0,0,34.4058773721151
501,"campsite","small",9,0,0,4.65916384841289,1,1,1,1,54.7455971691181
502,"campsite","small",14,1,0,7.24352456914387,1,1,1,0,44.9136841802674
503,"backyard","small",13,1,0,9.61487665779141,1,1,0,0,46.969016665215
504,"campsite","small",12,1,0,8.15910287764971,0,1,1,0,43.7762295639084
505,"beach","small",9,1,0,6.35698147363624,1,1,1,0,42.7710952184236
506,"beach","small",16,1,0,8.44947523814947,1,1,1,0,45.1492059396016
507,"beach","small",20,0,0,14.188407726642,1,1,1,0,53.1619936041402
508,"backyard","small",16,0,0,12.523471819763,1,1,0,0,58.4325981221595
509,"backyard","small",9,0,1,6.13329643490262,1,1,1,0,37.8209769874863
510,"campsite","small",12,1,0,6.71096399642098,1,1,0,1,44.6934860376463
511,"backyard","small",9,0,0,6.22554758977527,1,1,1,0,55.8389824579211
512,"beach","small",15,1,0,4.7667662329639,1,1,0,1,43.6610843225334
513,"campsite","small",13,0,1,8.72519012453535,1,1,1,1,35.4572115264892
514,"backyard","small",11,1,1,6.75020487197682,1,1,0,0,28.4609744110573
515,"campsite","small",10,0,0,6.39112177860384,0,1,1,0,55.1820440757588
516,"backyard","large",40,0,0,32.9679610553027,1,1,1,1,64.2695473835778
517,"backyard","small",8,1,1,5.63590247724798,0,1,1,1,24.9265941465002
518,"campsite","small",12,0,0,9.47150895805117,1,1,1,0,56.1863993701201
519,"campsite","small",15,0,1,9.29733164979399,1,1,1,1,33.9381030394091
520,"backyard","small",11,0,1,6.6563784762796,1,1,0,0,37.6239374866613
521,"campsite","small",11,1,0,6.03216125481199,1,1,0,0,43.7824775097666
522,"campsite","large",42,0,0,36.8826186441264,1,1,1,1,55.0472042542119
523,"backyard","small",13,0,0,12.0706686972746,1,1,1,0,58.447123394419
524,"backyard","small",15,0,1,10.7345609646224,1,1,1,0,38.2817360716362
525,"backyard","large",50,0,1,34.2912438027586,1,1,1,1,46.1020256872472
526,"backyard","small",12,1,0,7.87859740369852,1,1,1,0,50.3763160323528
527,"campsite","small",20,1,0,11.6316596456396,1,1,1,1,47.117682700058
528,"backyard","small",9,0,0,6.17929904304117,1,1,1,0,57.5234576017127
529,"campsite","small",14,0,0,10.26169172256,0,1,0,1,54.6157164168087
530,"backyard","large",51,0,0,31.590465748264,1,1,1,0,63.9242776680811
531,"backyard","large",41,1,0,30.5538100221598,1,1,1,1,55.5430605368396
532,"campsite","large",47,1,0,34.0560904707818,1,1,1,1,45.6231710612119
533,"campsite","small",17,0,0,11.0391056288617,1,1,0,0,57.1291796708044
534,"backyard","small",14,1,0,11.5284049006695,1,1,0,1,50.0328840484823
535,"backyard","large",56,1,0,40.7607200445288,1,1,1,0,55.1350283913087
536,"beach","small",14,1,0,6.78692015600978,1,1,0,0,43.1339287812616
537,"backyard","small",13,1,0,9.41827091753693,1,1,1,0,49.1933016282333
538,"backyard","small",11,0,0,8.09305204028519,1,1,1,1,57.946560432104
539,"beach","small",10,0,1,7.54237262364852,1,1,1,1,33.8643060308611
540,"beach","large",48,1,0,36.7206630422133,1,1,0,0,41.5800891291901
541,"backyard","small",10,1,0,2.06024729051557,1,1,1,0,47.7071561678948
542,"backyard","large",46,0,0,32.4085353491525,0,1,0,0,63.9011515059129
543,"backyard","small",10,1,0,3.82334686032349,1,1,0,0,47.1466712144636
544,"backyard","small",15,1,0,7.30956673592558,1,1,1,0,48.1622878144403
545,"backyard","small",7,1,0,5.41684005444545,0,1,1,0,43.86603221215
546,"backyard","small",12,0,0,8.74963053756472,1,1,1,0,58.0878666924189
547,"campsite","small",8,0,0,3.3506231643097,1,1,1,0,55.3579240405307
548,"backyard","small",13,1,0,8.93264738686393,1,1,0,0,48.1912024235966
549,"campsite","small",13,0,0,10.1683252095227,1,1,0,0,56.0718693366072
550,"campsite","small",7,1,1,4.54591937212823,0,1,1,0,25.6362405615404
551,"backyard","small",9,0,0,6.93909182476947,1,1,1,0,57.5779311265622
552,"beach","small",6,1,0,5.2342422167972,1,1,1,0,42.1787993607465
553,"backyard","large",30,1,0,23.1452873868375,1,1,1,0,53.7300046200527
554,"campsite","small",10,1,0,6.69932755050908,1,1,1,0,43.830488386254
555,"backyard","small",14,1,0,8.22509761274081,1,1,1,1,48.0995344820491
556,"backyard","small",7,0,1,4.35019623964983,1,1,0,0,33.5125750560318
557,"backyard","small",9,1,0,5.61110435906662,1,1,1,1,46.6005246882815
558,"backyard","small",10,0,0,3.96852764779292,1,1,0,0,57.9559845734862
559,"beach","small",15,1,0,9.82980337969463,0,1,1,0,44.1641797450313
560,"campsite","small",8,1,0,4.3500851031743,0,1,0,0,43.8745318418898
561,"campsite","large",38,0,0,29.5184593432327,1,1,0,0,57.5436714533449
562,"backyard","small",9,0,0,6.92346479737399,1,1,1,1,55.5119042347567
563,"campsite","small",10,1,0,6.54646555896485,1,1,0,0,43.1691524017307
564,"backyard","small",5,0,0,1.60676735800754,0,0,1,0,56.0243840287512
565,"backyard","small",12,0,0,7.21511649689305,0,1,1,1,58.2045236681936
566,"backyard","small",8,0,1,6.81625835534883,0,1,0,0,35.2738158230953
567,"backyard","large",40,1,0,33.1765271552596,1,1,1,0,57.0387878420595
568,"backyard","small",10,0,0,2.30113053892402,1,1,1,1,57.5404600761684
569,"campsite","small",11,0,0,7.57362535357171,1,1,0,0,56.0491500033923
570,"backyard","small",13,0,0,11.0802169575428,1,1,1,0,57.7484534855512
571,"backyard","small",17,0,0,12.7132358972851,1,1,0,0,60.4502034009983
572,"beach","small",9,0,0,5.47083530547836,1,0,1,0,56.0597057580743
573,"backyard","large",49,1,0,36.8249061722694,0,1,0,0,55.3577159878032
574,"beach","large",47,1,0,37.7282764296549,1,1,1,0,42.7052953120526
575,"campsite","large",35,1,0,27.9929599614461,1,1,1,0,48.128256524449
576,"backyard","small",10,0,0,4.04759103090837,0,1,0,0,54.5914882084803
577,"backyard","large",35,1,0,30.8023339960663,1,1,1,1,54.1229837221256
578,"backyard","large",38,0,0,27.8848708610526,1,1,0,0,64.1001951317098
579,"backyard","small",7,0,0,4.18192370681346,1,1,1,0,55.5019125307615
580,"campsite","small",10,1,1,7.18109938825986,1,1,0,1,25.2069792225864
581,"campsite","small",11,0,1,8.45093890197235,1,1,0,1,35.0564115304502
582,"backyard","large",38,1,0,25.1659497460308,1,1,0,0,54.2297416155839
583,"backyard","small",13,1,0,7.04583030799826,1,1,0,1,48.559513526584
584,"campsite","small",16,0,0,7.99403870244103,1,1,1,0,54.3719470996333
585,"backyard","small",11,0,0,6.09708434071718,1,1,0,0,58.3322062217205
586,"beach","small",12,0,1,12.5073680128767,1,1,1,0,34.7719028020412
587,"backyard","small",14,1,0,8.15565208805989,1,1,0,0,49.2028737598749
588,"backyard","small",15,1,1,9.98097590015007,1,1,1,0,28.4609597233205
589,"backyard","small",5,0,0,2.84627789111884,1,1,0,1,55.1035291566475
590,"backyard","small",8,0,0,8.0742930506496,1,1,1,1,56.5270754415423
591,"backyard","small",14,0,0,8.29985101132275,1,1,1,0,57.510888051967
592,"campsite","small",12,0,0,8.68186555914865,0,1,1,1,55.0613869125008
593,"backyard","small",8,0,0,6.03050731001159,1,1,0,0,55.8459801374869
594,"backyard","small",7,0,0,2.78257711089162,0,1,1,0,55.9565603141018
595,"backyard","small",7,0,0,2.42698387241369,1,1,1,0,54.7854788570232
596,"backyard","large",46,1,1,42.9612252835166,0,1,0,0,35.4986991312648
597,"backyard","small",13,0,0,8.68263953365425,1,1,0,0,56.6785570632189
598,"campsite","large",45,0,0,34.7436773146402,1,1,0,1,59.0200624569878
599,"backyard","small",11,1,0,6.29851736609882,1,1,1,1,47.1322123822591
600,"backyard","small",15,1,0,8.66232477182265,1,1,1,1,48.0856324951726
601,"campsite","small",10,1,0,6.62882416044013,1,1,0,0,43.9833857324598
602,"backyard","small",14,0,1,8.63294361093188,1,1,0,0,37.551599230004
603,"backyard","small",10,1,0,7.6869269937963,1,0,1,0,47.0986406907726
604,"backyard","small",17,0,0,13.3518901698471,1,1,1,1,59.6330126987165
605,"backyard","large",41,1,0,37.0070454707407,1,1,1,0,57.748831771537
606,"backyard","small",9,0,1,6.40168513186604,1,1,0,0,35.5815455707154
607,"campsite","small",12,1,0,5.33344415987876,1,1,1,1,46.3006025633424
608,"backyard","small",8,1,0,6.22449521276401,1,1,0,0,45.0834640842117
609,"backyard","large",44,0,0,38.8767632192939,1,1,1,0,66.1876761821238
610,"backyard","small",10,1,0,8.63069477724333,1,1,1,0,45.8737039257617
611,"beach","large",37,0,0,34.9195560736376,0,1,1,1,53.6341627986989
612,"campsite","large",53,0,1,37.6466658026008,1,1,0,1,37.0054043812121
613,"campsite","small",8,1,1,5.16617913524164,1,1,1,0,24.9259354092
614,"campsite","small",13,1,0,5.53689117982011,1,1,0,1,43.9628383590685
615,"backyard","small",7,1,1,5.61980846105148,1,0,1,0,26.6351186494655
616,"backyard","small",12,0,0,5.71833383065793,1,0,0,0,58.7789868273992
617,"backyard","small",10,0,0,6.15758551762837,1,1,1,1,56.0310745804682
618,"beach","small",10,1,0,7.60077285880333,0,1,1,0,43.023053096971
619,"campsite","small",10,1,0,3.35546660806996,1,1,0,1,45.3526233299182
620,"beach","large",35,0,0,25.3280692045523,0,1,0,0,53.7158805983008
621,"backyard","small",12,0,0,6.91095904271897,1,1,0,0,58.1247573368183
622,"campsite","large",38,0,1,24.4622869586264,1,1,0,0,37.7137240745809
623,"backyard","small",12,1,0,8.04586841556841,1,1,0,0,47.1576097363559
624,"campsite","large",34,1,1,29.3057026831977,1,1,1,1,26.984080860623
625,"backyard","small",8,0,1,4.21185765397888,1,1,0,0,34.6777451538412
626,"campsite","small",13,0,0,8.50766876806982,1,1,1,0,56.4787358341674
627,"campsite","small",16,1,0,6.86450679132206,0,1,1,1,46.8583820721987
628,"backyard","large",41,0,0,30.8186383466909,0,1,1,0,65.2786664477604
629,"campsite","small",13,0,0,6.29172304100127,1,1,1,0,55.0432673485018
630,"backyard","small",22,1,0,15.7474772080495,0,1,1,1,49.8509406964417
631,"backyard","large",36,0,0,28.6225757379547,1,1,1,1,64.821200637129
